Date,Account,Region,Service,ResourceId,UsageType,UsageAmount,UsageUnit,Cost,Currency,Operation,API,AvailabilityZone,PurchaseOption,MeterId,Project,Environment,Tags,BillingPeriod,InvoiceId
2025-06-03,acct-1001,ap-south-1,RDS,rds-8120,TimedStorage-ByteHrs,804.782,requests,109.7208,USD,RunInstances,SDK,us-east-1a,Reserved,MID55813,projA,prod,owner:devops,2025-06-01,INV897144
2025-02-20,acct-1003,us-east-1,SQS,sqs-2314,Requests,439.663,requests,28.7051,USD,Invoke,CLI,us-east-1b,Spot,MID19311,projA,staging,costcenter:42,2025-02-01,INV600484
2025-03-17,acct-1003,eu-west-1,SQS,sqs-5497,GB-Months,148.406,requests,10.5157,USD,DescribeInstances,CLI,us-east-1b,Spot,MID60288,projB,dev,team:alpha,2025-03-01,INV421866
2025-06-09,acct-1003,ap-south-1,SNS,sns-7943,Requests,142.925,requests,27.0293,USD,GetObject,REST,us-west-2a,Reserved,MID54295,projA,staging,team:alpha,2025-06-01,INV799924
2025-03-14,acct-1001,us-east-1,SNS,sns-8824,Requests,33.388,requests,3.214,USD,Invoke,SDK,eu-west-1a,Spot,MID36368,projA,staging,team:alpha,2025-03-01,INV241199
2025-02-10,acct-1003,ap-northeast-1,CloudFront,cloudfront-7819,TimedStorage-ByteHrs,429.809,requests,25.3543,USD,GetObject,SDK,us-west-2a,Reserved,MID57172,projA,dev,Unknown,2025-02-01,INV636255
2025-09-07,acct-1003,us-west-2,EC2,ec2-6032,TimedStorage-ByteHrs,330.123,hours,36.6241,USD,PutObject,CLI,us-west-2a,OnDemand,MID35617,projB,dev,owner:devops,2025-09-01,INV235505
2025-10-18,acct-1002,us-west-2,SQS,sqs-2520,BoxUsage,507.28,requests,49.07377651006711,USD,Invoke,REST,us-west-2a,OnDemand,MID56944,projB,dev,costcenter:42,2025-10-01,INV721443
2025-05-01,acct-1001,eu-west-1,SQS,sqs-2824,Requests,159.086,requests,5.9789,USD,PutObject,REST,eu-west-1a,Reserved,MID33544,projA,prod,Unknown,2025-05-01,INV582162
2025-08-08,acct-1001,ap-south-1,ECR,ecr-7089,BoxUsage,557.284,GB,32.7075,USD,PutObject,REST,us-east-1a,OnDemand,MID42822,projA,prod,costcenter:42,2025-08-01,INV583720
2025-06-14,acct-1002,us-west-2,S3,s3-6728,BoxUsage,837.456,GB,105.4521,USD,RunInstances,CLI,us-east-1a,Spot,MID11191,projB,prod,owner:devops,2025-06-01,INV820482
2025-09-04,acct-1002,ap-south-1,ECR,ecr-4432,BoxUsage,241.291,GB,8.1428,USD,RunInstances,SDK,eu-west-1a,Reserved,MID81523,projA,staging,Unknown,2025-09-01,INV843366
2025-07-18,acct-1003,us-east-1,ECR,ecr-3274,TimedStorage-ByteHrs,555.79,GB,57.1897,USD,PutObject,REST,eu-west-1a,Reserved,MID28389,projC,prod,Unknown,2025-07-01,INV331639
2025-01-05,acct-1002,ap-northeast-1,EKS,eks-6732,GB-Months,106.614,requests,6.5671,USD,PutObject,REST,us-west-2a,Reserved,MID58470,projC,dev,owner:devops,2025-01-01,INV522479
2025-03-15,acct-1003,ap-south-1,DynamoDB,dynamodb-1918,Requests,779.9,requests,138.5368,USD,PutObject,CLI,eu-west-1a,Spot,MID80874,projC,dev,costcenter:42,2025-03-01,INV446236
2025-08-01,acct-1002,eu-west-1,SNS,sns-3692,BoxUsage,490.431,requests,54.2852,USD,DescribeInstances,SDK,us-east-1a,Spot,MID58897,projA,prod,team:alpha,2025-08-01,INV356211
2025-03-05,acct-1003,eu-west-1,EKS,eks-8720,GB-Months,27.424,requests,49.07377651006711,USD,DescribeInstances,CLI,us-east-1a,Spot,MID62892,projC,prod,team:alpha,2025-03-01,INV250194
2025-05-21,acct-1002,us-east-1,RDS,rds-6915,DataTransfer-Out,44.051,requests,3.433,USD,RunInstances,SDK,us-east-1b,OnDemand,MID39607,projC,prod,Unknown,2025-05-01,INV444722
2025-01-03,acct-1003,us-west-2,RDS,rds-8621,Requests,514.389,requests,54.7437,USD,GetObject,REST,eu-west-1a,Reserved,MID31260,projA,prod,owner:devops,2025-01-01,INV958753
2025-10-13,acct-1001,us-east-1,CloudFront,cloudfront-9461,TimedStorage-ByteHrs,475.529,requests,49.07377651006711,USD,GetObject,SDK,eu-west-1a,Spot,MID65951,projC,dev,costcenter:42,2025-10-01,INV447143
2025-06-13,acct-1001,us-west-2,ECR,ecr-9354,TimedStorage-ByteHrs,540.339,GB,13.118,USD,Invoke,SDK,eu-west-1a,OnDemand,MID47792,projA,dev,Unknown,2025-06-01,INV851177
2025-01-02,acct-1003,ap-northeast-1,RDS,rds-9663,Requests,239.954,requests,3.278,USD,Invoke,REST,us-west-2a,Spot,MID22166,projB,staging,costcenter:42,2025-01-01,INV243789
2025-06-06,acct-1003,ap-northeast-1,Lambda,lambda-9815,TimedStorage-ByteHrs,784.691,requests,45.3604,USD,RunInstances,CLI,us-west-2a,Reserved,MID89559,projC,dev,owner:devops,2025-06-01,INV722288
2025-04-19,acct-1002,ap-south-1,EC2,ec2-6066,BoxUsage,653.319,hours,24.804,USD,PutObject,SDK,eu-west-1a,Reserved,MID31216,projB,prod,Unknown,2025-04-01,INV116558
2025-01-21,acct-1002,ap-northeast-1,DynamoDB,dynamodb-8482,TimedStorage-ByteHrs,19.844,requests,2.2678,USD,Invoke,CLI,us-east-1b,OnDemand,MID16361,projC,prod,owner:devops,2025-01-01,INV657050
2025-05-05,acct-1003,us-east-1,ECR,ecr-8596,Requests,448.594,GB,46.7228,USD,Invoke,REST,us-east-1b,Reserved,MID11448,projC,prod,costcenter:42,2025-05-01,INV782317
2025-02-11,acct-1003,ap-northeast-1,CloudFront,cloudfront-7896,GB-Months,261.545,requests,14.7935,USD,PutObject,CLI,eu-west-1a,Reserved,MID19799,projA,prod,costcenter:42,2025-02-01,INV649040
2025-05-29,acct-1001,ap-northeast-1,ECR,ecr-9670,TimedStorage-ByteHrs,471.329,GB,8.2123,USD,Invoke,REST,us-west-2a,Spot,MID30769,projC,dev,team:alpha,2025-05-01,INV573038
2025-04-11,acct-1001,us-east-1,SNS,sns-7277,BoxUsage,626.726,requests,30.7242,USD,GetObject,REST,us-east-1b,OnDemand,MID64837,projA,prod,team:alpha,2025-04-01,INV912277
2025-09-30,acct-1002,eu-west-1,EKS,eks-2040,DataTransfer-Out,496.234,requests,4.8268,USD,DescribeInstances,SDK,eu-west-1a,Reserved,MID89182,projA,prod,costcenter:42,2025-09-01,INV952774
2025-01-10,acct-1002,ap-northeast-1,CloudFront,cloudfront-5861,DataTransfer-Out,526.188,requests,49.07377651006711,USD,Invoke,SDK,us-west-2a,OnDemand,MID98375,projC,prod,owner:devops,2025-01-01,INV954866
2025-04-12,acct-1001,eu-west-1,SQS,sqs-3735,TimedStorage-ByteHrs,636.585,requests,49.07377651006711,USD,RunInstances,CLI,us-east-1a,Reserved,MID12436,projC,staging,team:alpha,2025-04-01,INV921961
2025-10-21,acct-1001,us-west-2,EKS,eks-1863,BoxUsage,459.2524352941177,requests,49.07377651006711,USD,Invoke,REST,eu-west-1a,Reserved,MID79695,projB,staging,costcenter:42,2025-10-01,INV963602
2025-05-08,acct-1002,ap-northeast-1,Lambda,lambda-7447,GB-Months,74.851,requests,1.1828,USD,Invoke,REST,us-east-1b,Reserved,MID98961,projB,staging,costcenter:42,2025-05-01,INV494526
2025-06-20,acct-1002,eu-west-1,DynamoDB,dynamodb-6257,TimedStorage-ByteHrs,331.615,requests,10.9258,USD,RunInstances,CLI,us-east-1a,OnDemand,MID97222,projB,prod,Unknown,2025-06-01,INV236452
2025-03-23,acct-1002,us-east-1,RDS,rds-8515,GB-Months,459.2524352941177,requests,49.07377651006711,USD,GetObject,CLI,us-west-2a,OnDemand,MID44802,projB,prod,Unknown,2025-03-01,INV784746
2025-06-15,acct-1002,eu-west-1,Lambda,lambda-6065,DataTransfer-Out,967.808,requests,176.9675,USD,DescribeInstances,SDK,us-west-2a,Reserved,MID34204,projB,staging,costcenter:42,2025-06-01,INV254743
2025-03-10,acct-1003,ap-northeast-1,S3,s3-2926,TimedStorage-ByteHrs,73.102,GB,9.0792,USD,DescribeInstances,REST,us-east-1a,Reserved,MID15177,projA,prod,Unknown,2025-03-01,INV810932
2025-08-05,acct-1002,ap-northeast-1,SQS,sqs-7741,DataTransfer-Out,351.685,requests,49.07377651006711,USD,GetObject,CLI,us-east-1a,Reserved,MID52393,projA,staging,Unknown,2025-08-01,INV133769
2025-10-27,acct-1003,us-east-1,RDS,rds-9880,BoxUsage,660.743,requests,38.8978,USD,DescribeInstances,SDK,us-west-2a,Reserved,MID40415,projA,prod,team:alpha,2025-10-01,INV841332
2025-01-24,acct-1003,us-east-1,CloudFront,cloudfront-9029,TimedStorage-ByteHrs,51.266,requests,49.07377651006711,USD,PutObject,REST,us-west-2a,Reserved,MID92760,projA,prod,Unknown,2025-01-01,INV245998
2025-08-13,acct-1003,eu-west-1,SNS,sns-3049,DataTransfer-Out,423.852,requests,15.5674,USD,RunInstances,CLI,us-east-1a,Reserved,MID65174,projB,prod,owner:devops,2025-08-01,INV417476
2025-06-06,acct-1001,eu-west-1,EKS,eks-6290,TimedStorage-ByteHrs,459.2524352941177,requests,126.788,USD,GetObject,SDK,us-west-2a,Reserved,MID21718,projA,staging,owner:devops,2025-06-01,INV644227
2025-02-11,acct-1001,ap-northeast-1,SNS,sns-8952,Requests,814.162,requests,114.8705,USD,RunInstances,CLI,us-east-1a,Reserved,MID78234,projC,dev,costcenter:42,2025-02-01,INV719133
2025-05-02,acct-1003,us-east-1,DynamoDB,dynamodb-5607,BoxUsage,277.549,requests,49.07377651006711,USD,DescribeInstances,CLI,us-east-1b,Reserved,MID95168,projC,dev,team:alpha,2025-05-01,INV318708
2025-08-08,acct-1002,eu-west-1,SQS,sqs-2859,Requests,377.023,requests,52.6437,USD,DescribeInstances,REST,us-east-1b,Reserved,MID10031,projA,dev,team:alpha,2025-08-01,INV208155
2025-02-14,acct-1003,eu-west-1,Lambda,lambda-9967,GB-Months,706.53,requests,11.0512,USD,Invoke,CLI,us-east-1a,Spot,MID36896,projA,dev,owner:devops,2025-02-01,INV524464
2025-03-05,acct-1002,us-west-2,EKS,eks-5228,Requests,840.95,requests,12.8528,USD,GetObject,SDK,eu-west-1a,OnDemand,MID95025,projB,staging,costcenter:42,2025-03-01,INV898545
2025-05-16,acct-1001,us-east-1,S3,s3-4261,TimedStorage-ByteHrs,459.169,GB,43.9178,USD,DescribeInstances,SDK,eu-west-1a,OnDemand,MID81189,projC,prod,owner:devops,2025-05-01,INV510437
